season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,class
4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,2
4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,3
4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,3
4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,3
4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,3
4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,1
4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,2
4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,2
4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,2
4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,2
4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,2
4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,2
4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,2
4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,2
4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,0
4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,1
4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,0
4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,0
4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,2
4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,1
4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,2
4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,2
4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,2
4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,2
4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,2
4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,3
4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,3
4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,2
4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,2
4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,2
4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,2
4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,0
4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,2
4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,2
4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,2
4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,2
4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,2
4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,2
4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,1
4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,2
4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,2
4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,2
4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,1
1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,1
1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,0
1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,0
1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,0
1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,0
1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,0
1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,0
1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,0
1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,0
1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,0
1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,0
